consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,clase
"ya hice todo el trámite de registro hace 3 días, cuando fui al portal sube a que me habiliten la sube me decía que no soy portador de ningún beneficio, pero cuando entro a la página me dice que ya soy beneficiario del servicio. hay algún paso que me falta hacer o tengo que esperar un tiempo determinado a que me habiliten? ",5,3,3,1,2019,1,8,4,1,1,25,4,324,0.0,0.7932098765432098,6,63,40,0.7301587301587301,0.012345679012345678,1,0,Ingreso a la Universidad
"hola buenos días, quería saber cómo hago para elegir las materias los días y el horario para cursar, porque no me figura otra cosa, y seguí los pasos que dice en la hoja que me dieron al inscribirme pero no me aparece nada. ",0,1,2,1,2018,0,6,0,0,1,3,4,224,0.0,0.7901785714285714,5,44,27,0.8409090909090909,0.017857142857142856,1,0,Boleto Universitario
"hola, quiero anotarme en el boleto estudiantil provincial y me dice que ya poseo un beneficio, hace un tiempo tenia el descuento por plan progresar pero ya me lo dieron de baja y no lo tengo más, así y todo en la web de la unlu sigue desactualizado. ",1,4,10,2,2019,1,6,3,1,1,54,4,250,0.0,0.792,2,49,33,0.7959183673469388,0.016,1,0,Boleto Universitario
"buenos d&igrave;as, necesito certificado anal&igrave;tico de  materias aprobadas con porcentaje.  ",4,2,4,1,2017,1,1,2,1,1,5,6,98,0.0,0.8163265306122449,0,13,5,0.8461538461538461,0.040816326530612235,1,0,Boleto Universitario
"buen día,  quiero saber que procede después de enviar el formulario por mi perfil de estudiante con respecto al boleto estudiantil municipal. gracias. ",5,4,3,1,2019,3,8,4,1,1,8,4,151,0.0,0.8211920529801324,2,25,12,0.92,0.019867549668874173,2,0,Ingreso a la Universidad
"hola, mi nombre es agustin pompiglio y este año (2018) ingrese en la universidad. actualmente me encuentro cursando el taller de &quot;análisis y resolución de problemas&quot;. mi consulta es acerca de que no me deja inscribirme a las materias via web ya que me informa que &quot;no cumplo con los requisitos&quot;. quería saber si me podrian brindar una solución, desde ya muchas gracias. ",0,2,2,1,2018,1,6,0,0,1,3,6,390,0.0,0.7871794871794872,4,64,34,0.828125,0.02564102564102564,4,0,Situación Académica
"hola buenos días. querría saber porque no puedo hacer el trámite del boleto estudiantil. me dice, error de credenciales ",0,1,3,1,2018,1,4,2,1,1,3,4,120,0.0,0.8166666666666667,3,20,7,1.0,0.025,2,0,Ingreso a la Universidad
hola .que horarios de cursada al taller de comprecion de texto en la sede san miguel . gracias!!! ,5,1,7,1,2016,3,4,3,1,0,27,6,98,0.0,0.7653061224489796,0,19,12,0.8947368421052632,0.051020408163265314,2,0,Cambio de Carrera
buen dia  el año pasado obtuve todos los meses el beneficio de la sube. este año note que mis compañeros lo siguen teniendo pero al momento de querer actualizarlo en la terminal automatica de la sube dice que &quot;no hay recargas&quot;  necesito registrarme nuevamente? es mi ultimo año y el año anterior aprobe muchas materias.  si me podrian solucionar esta duda se los agradeceria.  saludos ,6,2,4,1,2018,0,5,2,1,1,43,6,395,0.0,0.8050632911392405,0,70,42,0.7857142857142857,0.015189873417721518,3,0,Problemas con la Clave
hola buenas tardes.  quiero hacer la inscripción  a cursadas  pero  no puedo porque  no me acepta .  me dice  :ud  no cumple con los requisitos  necesarios  para confirmar  su inscripción a cursadas.  ,1,3,2,1,2019,2,8,0,0,1,18,4,201,0.0,0.7611940298507462,2,45,30,0.6222222222222222,0.01990049751243781,3,0,Requisitos de Ingreso
"el sistema me pidio que cambiara el password, lo hice pero me tiro error, y ahora no me acepta el password anterior para ingresar uno nuevo. ",2,1,8,2,2019,2,2,1,1,0,17,13,141,0.0,0.7943262411347518,0,27,16,0.8518518518518519,0.02127659574468085,1,0,Situación Académica
"quisiera saber porque razon no me permite la plataforma inscribirme  a las asignaturas, ya que me dice que no cumplo con los requisitos, quisiera saber que es lo que estaria adeudando para poder hacer efectiva la inscripcion. desde ya muchas gracias! ",0,3,2,1,2019,3,8,0,0,1,25,4,251,0.0,0.8167330677290837,0,43,22,0.7674418604651163,0.01593625498007968,1,0,Boleto Universitario
hola q tal... me olvidé la contraseña.. quiero cambiarla y me dice estudiante inhabilitado... que podría hacer para solucionarlo porque me tengo que anotar en un final de introducción a la administración..  ,2,1,12,2,2018,0,3,4,1,1,54,4,207,0.0,0.7922705314009661,4,34,18,0.8529411764705882,0.04830917874396135,10,0,Requisitos de Ingreso
"hola quería saber xq no me realizan las precargas para la sube, para poder viajar gratis?! ",1,2,4,1,2018,1,3,4,1,1,3,4,91,0.0,0.7912087912087912,1,17,9,0.9411764705882352,0.03296703296703297,1,0,Situación Académica
"buenas noches, en el sistema me figura que ya tengo un beneficio asignado pero cuando ingreso al sistema de sube me dice que no tengo ningún beneficio. quisiera saber como se podría solucionar. desde ya muchas gracias  ",1,4,9,2,2019,3,4,2,1,1,19,4,219,0.0,0.8127853881278538,2,39,19,0.8461538461538461,0.0136986301369863,2,0,Ingreso a la Universidad
no me llego el mail para seguir con la inscripcion a las asignaturas ,0,4,2,1,2019,2,8,1,1,1,54,8,69,0.0,0.8115942028985508,0,14,10,1.0,0.0,1,0,Ingreso a la Universidad
"el motivo de mi consulta, es porque no recuerdo el numero de legajo y no puedo entrar al sistema de alumnos para ver mi situacion. espero por favor que puedan enviarmela para poder acceder. otra consulta es si el cambio de carrera es recien para el segundo cuatrimestre, o puedo cambiarme de carrera ahora y aprovechar este cuatrimestre?. muchas gracias. ",6,3,2,1,2016,2,3,0,0,1,3,4,355,0.0,0.8112676056338028,0,61,30,0.7377049180327869,0.01971830985915493,4,0,Ingreso a la Universidad
envío solicitud de pre inscripción y no recibo el mail de confirmación para continuar con el proceso. ,6,3,10,2,2015,2,6,0,0,1,0,11,102,0.0,0.8235294117647058,3,18,11,0.8888888888888888,0.00980392156862745,1,0,Cambio de Comisión
olvide mi clave para entrar al sistema e inscribirme a las cursadas pero hice todo el procedimiento y aun no me llega el mail para recuperar mi clave. ,2,1,8,2,2018,2,1,3,1,1,5,6,151,0.0,0.8079470198675497,0,29,19,0.8965517241379308,0.006622516556291391,1,0,Boleto Universitario
cómo tengo que hacer una reincorporación vía web? ,1,1,3,1,2019,3,7,3,1,1,54,4,50,0.0,0.82,3,9,6,1.0,0.02,1,0,Datos Personales
no puedo ingresar con mi legajo y con mi contraseña a mi perfil ,4,2,12,2,2016,0,4,3,1,1,0,4,64,0.0,0.796875,0,14,9,0.7857142857142857,0.0,1,0,Ingreso a la Universidad
"hola buenos días, quería saber por qué no se me acredita el boleto estudiantil provincial. cuando intento hacer el trámite por servicios académicos web me dice que el trámite ya está realizado, y cada vez que apoyó la sube en una terminal me dice que no poseo recargas pendientes. ",3,1,4,1,2018,0,5,2,1,1,3,4,281,0.0,0.8113879003558719,8,50,29,0.8,0.014234875444839857,2,0,Requisitos de Ingreso
"aparezco como estudiante desahabilitado, puede ser ya que no me anota a ninguna materia del proximo cuatrimestre ni aprobe ningun parcial?  saludos  ",2,2,12,2,2018,0,6,3,1,1,95,4,149,0.0,0.825503355704698,0,25,12,0.92,0.013422818791946308,1,0,Reincorporación
necesito el certificado materias aprobadas. gracias   ,0,5,7,1,2017,0,1,1,1,0,5,4,54,0.0,0.8333333333333334,0,9,4,0.7777777777777778,0.018518518518518517,1,0,Requisitos de Ingreso
"buenos días, he dado el día 14 de diciembre mi última materia. realicé solicitud de título por página web, deseo saber si es correcto o si debo presentarme en luján para realizar algún otro trámite. muchas gracias, aguardo respuesta. saludos ",0,3,12,2,2016,0,1,1,1,1,4,4,242,0.0,0.8016528925619835,9,41,19,0.9512195121951221,0.02479338842975207,3,0,Reincorporación
no me llega el mail correspondiente para seguir con los pasos de la inscripción ,1,3,10,2,2018,1,6,0,0,0,0,4,80,0.0,0.825,1,15,10,1.0,0.0,1,0,Ingreso a la Universidad
"hola, me presente el d&igrave;a martes 23 de diciembre a las 16:00hs para dar el final de constituci&ograve;n con la profesora varela, quer&igrave;a saber mi nota? por que todavia no me aparece en la materia, gracias ",4,1,1,1,2016,1,5,2,1,1,5,6,217,0.0,0.7557603686635944,0,37,20,0.8918918918918919,0.03686635944700462,1,0,Problemas con la Clave
trato de ingresar al sitio para anotarme en la finales . y dice que no soy un alumno que no cumplo los requisitos para entrar al sistema  ,1,2,12,2,2016,0,5,3,1,1,0,6,138,0.0,0.7898550724637681,0,29,19,0.8275862068965517,0.007246376811594203,1,0,Reincorporación
"buen dia yo quise tramitar el título técnico en la página, y en la pestaña en la que me pide que escriba el nombre del título, la página me da unos datos míos y en el dato sexo hay una f, que debo hacer para que me corrijan ese error? ",2,3,8,2,2017,0,2,1,1,0,54,6,235,0.0,0.7702127659574468,6,51,37,0.7254901960784313,0.01702127659574468,1,0,Ingreso a la Universidad
yo estoy anotada y aceptada para la carrera. he llevado la documentacion correspondiente. quisiera ver horario dle taller ,2,4,11,2,2018,1,6,0,0,0,0,6,122,0.0,0.8360655737704918,0,19,9,0.9473684210526316,0.016393442622950817,2,0,Ingreso a la Universidad
"buen dia, ayer puse mi contraseña mal mas de tres veces, por lo tanto se me bloqueo la cuenta y luego de esperar los 30 minutos volvi ya poner mi contraseña y estaba mal. solocite el cambio de contraseña y estoy a la espera de que me llegue jn mail que nunca me llegó. que debo hacer?  ",0,2,3,1,2018,0,6,3,1,1,5,6,286,0.0,0.7727272727272727,1,59,38,0.7627118644067796,0.017482517482517484,2,0,Boleto Universitario
me interesa la carrera de contador publico en la sede campana que necesito y que debo presentar para anotarme  ,2,3,2,1,2017,3,4,0,0,1,0,6,111,0.0,0.8198198198198198,0,21,13,0.8571428571428571,0.0,1,0,Requisitos de Ingreso
"buenos días, el motivo de mi consulta es saber si es posible un cambio de turno,me incribi en turno mañana, pero por problemas personales, necesitaría poder asistir en turno noche, lamentablemente mi madre tiene una enfermedad terminal,y se me complicaria asistir en el turno que elegí en principio, espero poder estar a tiempo de cambiarme, les agradezco de antemano la respuesta. atte vanina salvucci ",5,2,1,1,2019,1,2,0,0,1,5,6,403,0.0,0.8188585607940446,3,65,27,0.8,0.022332506203473945,1,0,Boleto Universitario
hola!!  mi consulta es por que no se acredita en mi sube el beneficio me dice que tengo asignado el beneficio pero no se hace la carga este año empece en la unm y no me deja insccribirme como ingresante para la sube ,0,5,4,1,2019,1,2,1,1,1,41,6,216,0.0,0.7870370370370371,0,45,34,0.7111111111111111,0.009259259259259259,1,0,Boleto Universitario
"buenas tardes, cuando quise incribirme a las asigaturas no lo pude hacer, ya que me aparece el siguiente cartel: &quot;ud no cumple con los requisitos necesarios para confirmar su inscripción a cursadas&quot; quisiera saber el motivo.  saluda atte. veronica albornoz. ",0,3,2,1,2019,2,3,0,0,1,26,4,268,0.0,0.8097014925373134,1,42,18,0.9047619047619048,0.02985074626865672,3,0,Requisitos de Ingreso
"buenas , quiero ingresar para anotarme en los finales , y me aparece que no cumplo con los requisitos del sistema , que tengo q hacer ??  ",2,1,12,2,2018,0,6,4,1,1,43,8,138,0.0,0.7608695652173914,0,29,18,0.8275862068965517,0.036231884057971016,1,0,Requisitos de Ingreso
"buenas tardes,    les escribo para saber como puedo obtener el acceso para realizar la inscripción a la carrera seleccionada.  espero respuesta.   saludos y gracias. ",1,1,2,1,2017,2,1,0,0,0,27,13,166,0.0,0.7951807228915663,1,31,16,0.7419354838709677,0.024096385542168683,3,0,Boleto Universitario
me olvide mi contraseña y no puedo entrar  y perdi mi correo porq tampoco tengo la clave .necesito inscribirme a estadistica de enfermeria a comunitaria enfermeria y a competencias basicas enfermeria .sot de areco y me resulr complicado ie poe favoe mi numero es 2326500176 y para mandar respuesta podri ser al mail unidadsanitariaduggan@gmail.com ,4,3,9,2,2018,0,1,2,1,1,52,4,348,0.0,0.8017241379310345,0,56,28,0.7678571428571429,0.008620689655172414,3,0,Cambio de Carrera
"hola quisiera saber que documentacion me falta,ya que hoy intente inscribirme a las materias y no puedo,aparece un cartel avisando que no cumplo con los requisitos correspondientes  ",0,3,2,1,2019,2,3,0,0,1,52,4,182,0.0,0.8351648351648352,0,29,16,0.8620689655172413,0.01098901098901099,1,0,Ingreso a la Universidad
"hola, disculpen las molestias. tengo el problema de que a la hora de anotarme en las materias me aparece que no cumplo con los requisitos. &iquest;qué debo hacer? &iquest;acercarme a la administración o en caso de la de algún documento entregarlo y esperar 24hs para anotarme en las materias? ",0,3,2,1,2019,3,8,0,0,1,54,4,293,0.0,0.7952218430034129,3,50,30,0.76,0.023890784982935155,2,0,Boleto Universitario
"hola. quería consultarles la razón por la que perdí la regularidad. yo después de mucho tiempo sin poder ir a la universidad me re-inscribí a finales de 2017 y comencé en el 2018. pude cursar un par de materias pero las tuve que dejar por poco tiempo para estudio. espero su respuesta.si la respuesta es vía mail mejor para mi, ya que estoy trabajando de 8 a 18hs. muchas gracias. matias. ",6,3,3,1,2019,3,2,1,1,1,1,6,389,0.0,0.7634961439588689,7,72,42,0.8055555555555556,0.02313624678663239,8,0,Pedido de Certificados
"hola buenas tardes, quiero ingresar a mi situación académica y no logro ingresar. primero me dice que la contraseña o el legajo no corresponde y ahora me dice que ya no soy alumno regular. quiero inscribirme para la mesa de mayo como debo hace? desde ya muchas gracias  ",3,1,5,1,2018,1,2,3,1,1,15,4,270,0.0,0.8037037037037037,2,50,29,0.8,0.014814814814814815,2,0,Ingreso a la Universidad
"hola, acabo de confirmar que aceptaron mi reincorporacion y el reconocimiento de las materias aprobadas y que la misma tiene validez hasta febrero de 2017, por favor, necesito orientacion para comenzar el proximo cuatrimestre ya que este no me inscribi a las cursadas, desde ya muchas gracias  ",6,3,11,2,2016,2,1,1,1,1,3,10,294,0.0,0.8095238095238095,0,49,24,0.8163265306122449,0.013605442176870748,1,0,Boleto Universitario
"necesito que por favor me blanqueen la clave, porque la he olvidado.  gracias  ",2,4,7,1,2019,0,1,1,1,1,29,6,79,0.0,0.7848101265822784,0,16,9,0.8125,0.02531645569620253,1,0,Requisitos de Ingreso
no me deja iniciar sesión con mi numero de documento  para ver los días de los talleres  ,2,2,11,2,2018,3,7,0,0,0,54,6,89,0.0,0.7865168539325843,2,20,15,0.8,0.0,1,0,Boleto Universitario
me olvidé la contraseña para ingresar y poder anotarme a las materias. y a mí e-mail no me llega nada para restablecerla. ,0,3,2,1,2019,1,7,3,1,1,54,6,122,0.0,0.7950819672131147,2,23,14,0.8260869565217391,0.016393442622950817,2,0,Problemas con la Clave
"quería saber hasta cuando tengo tiempo de entregar el analítico del secundario, yo ingrese el año pasado a la universidad. y si no esta si podría entregar algún certificado. muchas gracias  ",2,2,2,1,2016,2,5,2,1,1,54,4,190,0.0,0.8157894736842105,4,33,15,0.8787878787878788,0.015789473684210527,2,0,Cursadas
"quiero solocitar el boleto estudiantil pero me aparece un mensaje que tengo una solicitud pendiente de envio, como puedo resolver la situación ",1,1,3,1,2019,2,7,4,1,1,3,4,143,0.0,0.8391608391608392,1,23,10,1.0,0.006993006993006993,1,0,Pedido de Certificados
buenas tardes la consulta es para cambiar el boleto estudiantil a otra tarjeta sube ya que en la que la tengo asignada la tuve que dar de baja por rotura. ,0,5,4,1,2019,1,6,3,1,1,0,6,155,0.0,0.8,0,31,21,0.8387096774193549,0.0064516129032258064,1,0,Problemas con la Clave
hola yo no puedo entrar para anotarme en los talleres y cambiar la clave nos por que  no puedo entrar  ,1,4,11,2,2018,0,7,4,1,1,5,6,103,0.0,0.7864077669902912,0,23,15,0.7826086956521741,0.0,1,0,Boleto Universitario
"hola buenas tardes.. hace un rato me contestaron. me dijeron q debo presentar constancia de vacunacion . yo ya lo presente a lo de las vacunas mas la constancia que mi titulo esta en tramite, presente los papeles el martes pasado seria de esta semana.. presente lo q me habian pedido.. o tarda el sistema para que yo pueda ingresarlo..?? en la pagina unlu ",3,4,2,1,2017,2,4,3,1,1,52,4,356,0.0,0.7837078651685393,0,65,39,0.7538461538461538,0.03651685393258427,10,0,Consulta por Legajo
como ago para conseguir mi numero d legajo?  ,0,2,3,1,2019,2,3,4,1,0,52,4,45,0.0,0.7777777777777778,0,10,7,0.9,0.022222222222222227,1,0,Exámenes
"buen dia, mi consulta es relacionada al boleto estudiantil. yo lo tramite el año pasado en otra universidad, y este año me cambie a la unlu. pero en el mes de febrero no me hicieron la recarga correspondiente. tengo que tramitarlo de nuevo en esta universidad? gracias ",2,2,3,1,2019,0,1,4,1,1,3,6,269,0.0,0.8029739776951673,0,48,30,0.8541666666666666,0.022304832713754646,3,0,Pedido de Certificados
hola. no puedo ingresar para inscribirme. como puedo hacer. ,0,2,8,2,2016,3,3,3,1,1,54,6,60,0.0,0.8,0,10,4,0.9,0.05,3,0,Requisitos de Ingreso
"no es lo que esperaba, necesito volver a la carrera en la que estaba. gracias ",4,2,4,1,2016,2,1,2,1,1,5,2,78,0.0,0.7820512820512819,0,16,10,0.875,0.02564102564102564,1,0,Cursadas
"buenas noches, les hago una pregunta. yo realice la inscripción para ingresar el año que viene hace 15 días. en ese momento me dijeron que dejará pasar unos días e intente ingresar en la página de la universidad en la parte de aspirantes.  intenté hacerlo pero me dice que no tengo un legajo asignado. quería saber si hubo algún problema con la inscripción?. espero su respuesta. muchas gracias. ",1,4,11,2,2018,3,4,0,0,1,4,6,396,0.0,0.797979797979798,9,70,38,0.8285714285714286,0.022727272727272728,7,0,Reincorporación
"hola, necesito un certificado donde aparezca el porcentaje de materias aprobadas. ",2,4,6,1,2017,2,4,2,1,1,54,6,82,0.0,0.8414634146341463,0,12,4,1.0,0.024390243902439025,1,0,Situación Académica
"hola. buenas noches. cómo están? estoy tratando de hacer la pre inscripción a la carrera de conyador público. hago el primer paso, me dicen que me van a mandar un correo con un formulario pero no me llegó nada aún. cuantos días hábiles tardaría en llegarme ese correo o es inmediato el envío? ",2,3,10,2,2018,3,7,0,0,1,0,4,293,0.0,0.7952218430034129,10,54,29,0.8518518518518519,0.023890784982935155,4,0,Datos Personales
quería saber cuando van a dar el resultado sobre el boleto estudiantil? ,1,2,10,2,2019,0,5,0,0,0,0,8,72,0.0,0.8194444444444444,1,13,6,0.9230769230769232,0.013888888888888888,1,0,Ingreso a la Universidad
"hola mi nombre es braian yo realize el taller de enfermeria en febrebro y la promocione con un 10 , pero en la pagina de la universidad en el area de situacion academica me aparece que no la curse queria saber el motivo de esto . muchas gracias  ",2,1,3,1,2019,1,7,4,1,1,52,4,246,0.0,0.7845528455284553,0,50,32,0.78,0.008130081300813009,1,0,Pedido de Certificados
"buenas tardes, quiero inscribirme a las materias de la licenciatura de historia, tengo número de legajo pero no me deja acceder puesto que no pude cursar ninguna materia por lo que quede como &quot;estudiante libre&quot;, quisiera saber si me podría inscribir a las materias porque esta vez podría cursar las mismas, saludos. ",4,4,2,1,2017,2,3,1,1,1,6,4,326,0.0,0.8128834355828221,3,53,25,0.7924528301886793,0.02147239263803681,1,0,Ingreso a la Universidad
buenas tardes no puedo ingresar con mi clave. para inscribirme para rendir ,1,1,2,1,2016,2,2,1,1,1,5,11,75,0.0,0.8266666666666667,0,13,6,0.9230769230769232,0.013333333333333334,1,0,Ingreso a la Universidad
"buenas tardes, ingrese a inscripcion a cursadas y me dice que me enviaron un mail pero no me llego nada. estoy intentando hace varios dias ",2,3,2,1,2018,2,7,0,0,1,5,4,139,0.0,0.8057553956834532,0,26,15,0.8846153846153846,0.014388489208633094,1,0,Requisitos de Ingreso
"buenas tardes,intento ingresar a mi perfil y me dice que mi clave ha caducado al intentar formular una clave nueva no me agarra los datos,queria saber como puedo solucionar este inconveniente,gracias! ",6,1,3,1,2018,1,5,3,1,1,5,6,201,0.0,0.8258706467661692,0,32,16,0.90625,0.01990049751243781,1,0,Ingreso a la Universidad
"hola, mi consulta es sobre el boleto estudiantil, el año pasado lo recibi pero este ciclo lectivo lo deje de recibir. quisiera saber que debo hacer para volver a tener el beneficio? ya que revise por mi perfil de la universidad y dice q tengo el beneficio, pero aun no tuve ninguna carga,desde el mes de marzo hasta hoy. gracias  saludos. ",1,2,5,1,2019,3,3,2,1,0,18,4,339,0.0,0.7935103244837758,0,63,36,0.8253968253968254,0.02359882005899705,3,0,Boleto Universitario
quiero anotarme en las materias y no me lo permite ,1,3,2,1,2018,0,3,0,0,1,3,6,51,0.0,0.8039215686274509,0,11,7,1.0,0.0,1,0,Problemas con la Clave
"hola!! necesito mi número de legajo para poder ingresar al perfil, e inscribirme en las materias. desde ya muchas gracias!!! saludos, agustin.  ",3,2,2,1,2018,3,6,0,0,0,54,6,144,0.0,0.7777777777777778,1,24,10,0.9583333333333334,0.0625,2,0,Cursadas
"hola, me inscribí en la cede central el 18 de diciembre. quiero ingresar al perfil aspirante con mi numero de documento (para inscribirme al taller) y no me deja. quería saber por que no puedo entrar, ya que la inscripción a talleres cierra en unos días. ",2,4,12,2,2018,1,7,0,0,1,3,4,255,0.0,0.7843137254901961,4,47,25,0.851063829787234,0.0196078431372549,3,0,Boleto Universitario
recuperar contraseña ,2,3,2,1,2018,2,8,3,1,1,41,4,21,0.0,0.9047619047619048,0,3,1,1.0,0.0,1,0,Requisitos de Ingreso
buenas! en la pagina para anotarme a las materias me figura que no puedo hacerlo porque no estoy autorizada. yo presente toda la documentación en tiempo y forma.  esperó puedan ayudarme y sobre todo tener vacante en los horarios que necesitaba para cursar. saludos ,0,3,2,1,2019,2,4,0,0,1,5,4,265,0.0,0.8150943396226416,2,46,22,0.8260869565217391,0.01509433962264151,3,0,Ingreso a la Universidad
quería consultar &iquest; esta disponible la   inscripción a materias de carrera de grado durante el mes de febrero?. ,4,2,2,1,2016,1,6,0,0,1,54,4,118,0.0,0.7966101694915254,2,21,11,0.8095238095238095,0.025423728813559324,1,0,Cursadas
"hola, buenas noches. necesitaban saber cuando comenzaríamos el desarrollo del primer cuatrimestre, en el calendario académico dice el 6/03 pero quería averiguar por los paros que estan programados para el 6 y 7 de marzo. desde ya muchas gracias. ",2,1,3,1,2017,3,7,3,1,1,54,4,246,0.0,0.7967479674796748,3,40,19,0.925,0.02032520325203252,3,0,Boleto Universitario
"recientemente presente una solicitud de equivalencias, me gustaria saber cual es el estado de dicha solicitud. ",6,3,6,1,2018,3,3,4,1,1,55,4,111,0.0,0.8378378378378378,0,17,8,0.9411764705882352,0.01801801801801801,1,0,Datos Personales
cuando es la inscripción a las cursadas de mi carrera ?  ya que entro y me dice no esta vigente  ,3,3,2,1,2019,1,6,2,1,1,17,6,97,0.0,0.7628865979381443,1,23,17,0.9130434782608696,0.010309278350515464,1,0,Boleto Universitario
"buenas tardes, quería saber cuantas oportunidades me quedan para rendir el final de legislación aduanera y de inst. del derecho público. muchas gracias. ",3,2,12,2,2015,1,3,1,1,0,27,6,153,0.0,0.8235294117647058,3,24,8,0.9583333333333334,0.026143790849673203,3,0,Reincorporación
"estimados, para poder gestionar el certificado de materias rendidas por porcentaje, hay alguna posibilidad que se gestione via web como el de alumno regular? muchas gracias!  patricia  ",4,3,11,2,2016,1,1,1,1,1,4,4,185,0.0,0.8216216216216217,0,30,15,0.8666666666666667,0.021621621621621626,1,0,Ingreso a la Universidad
"quisiera saber porque aun no aparezco en el sistema,me dijeron que luego de inscribirme espere dos semanas y ya pasaron y aún nada muchas gracias ",2,2,11,2,2018,0,3,0,0,1,5,4,146,0.0,0.821917808219178,1,26,13,0.9615384615384616,0.00684931506849315,1,0,Ingreso a la Universidad
holaa como estan me olvide mi clave la restableci pero no me llego ningun correo y ahora nose como hacer porque me tenia que anotar esta semana a la asignaturas porfavor como hago. ,5,1,8,2,2018,0,6,3,1,1,43,4,181,0.0,0.8121546961325967,0,34,17,0.8529411764705882,0.0055248618784530384,1,0,Problemas con la Clave
"quería saber porque no puedo acceder al pedir, pongo mi número de documento y me aparece error ",0,3,12,2,2018,3,6,0,0,1,54,4,95,0.0,0.8105263157894737,2,18,7,1.0,0.010526315789473684,1,0,Requisitos de Ingreso
hola buenos dias. tengo un problema y es que no puedo entrar a anotarme a los finales. cuando ingreso legajo y contraseña  me salta que no cumplo con los requisitos. quisiera saber que tengo que hacer para poder anotarme a los finales? muchas gracias ,2,1,12,2,2018,1,6,4,1,1,3,4,251,0.0,0.8047808764940239,0,46,22,0.7391304347826086,0.01593625498007968,3,0,Ingreso a la Universidad
"saludos, el dia 25/2 me presente a un final de la materia &quot;ciencias de los materiales&quot;, recien hoy cargaron la nota pero ahora no puedo conseguir el certificado de presencia al examen virtual para presentarlo en mi trabajo. podrían decirme donde imprimirlo?  ",2,4,2,1,2019,1,5,2,1,1,25,4,269,0.0,0.7955390334572491,1,44,23,0.8863636363636364,0.022304832713754646,1,0,Boleto Universitario
"hola, tuve que dar de baja mi tarjeta sube, que tenía boleto estudiantil provincial, por extravío. registre otra tarjeta sube a mi nombre pero la pagina de la unlu me imposibilita volver a realizar la solicitud para el beneficio.  gracias por su respuesta! ",3,1,9,2,2019,3,8,4,1,1,43,4,257,0.0,0.8054474708171206,2,45,26,0.8,0.023346303501945533,2,0,Boleto Universitario
"hola, quería saber cuál es el motivo por el que no puedo recibir la carga del boleto estudiantil, estoy desde el año pasado y entro a mi perfil, justo en boleto estudiantil provincial queriendo tratar de actualizar mis datos pero me dice que no se puede realizar la operación ya que tengo el beneficio asignado, pero voy a las terminales a cargar la sube y no recibo la carga correspondiente, necesito que me den una solución por favor.  ",4,3,3,1,2019,3,7,4,1,0,3,4,438,0.0,0.8059360730593608,4,80,44,0.75,0.0136986301369863,1,0,Pedido de Certificados
buenos días me dirijo a ustedes para comunicarles que tengo un inconveniente quiero hacer la inscripción y completo el formulario y no me llega ningún mail para seguir con el procedimiento.  ,5,3,10,2,2017,3,4,0,0,1,0,11,191,0.0,0.8272251308900523,3,33,18,0.8484848484848485,0.005235602094240838,1,0,Consulta sobre Título Universitario
"hace aproximadamente 1 mes completé este formulario para poder obtener el boleto estudiantil. al finalizarlo, debía recibir un mensaje al correo electrónico a modo de confirmación, el cual nunca llegó. por ende, me comunico con ustedes ya que necesito este boleto. ",2,3,8,2,2019,2,8,4,1,1,54,4,265,0.0,0.8188679245283019,5,42,21,0.9285714285714286,0.022641509433962263,3,0,Reincorporación
quiero entrar a mi perfil . me aparece que el estudiante no cumple con los requisitos  para ingresar a el sistema  ,5,3,12,2,2018,3,5,4,1,1,2,11,115,0.0,0.7913043478260869,0,24,15,0.8333333333333334,0.008695652173913044,1,0,Ingreso a la Universidad
"hola buenas tardes yo hoy hice la inscripción a las 4 de la tarde y no me llego todavía el correo para el 2do paso, que puede andar psando con el correo? ",1,3,10,2,2018,2,7,0,0,1,43,4,154,0.0,0.7662337662337663,2,33,21,0.9090909090909092,0.012987012987012988,1,0,Requisitos de Ingreso
me dice que ya tengo el beneficio de la sube y no lo tengo quiero saber en que situación estoy  ,1,2,4,1,2019,3,8,4,1,1,3,6,96,0.0,0.78125,1,22,15,0.8636363636363636,0.0,1,0,Cursadas
buenos dias como hago para poder inscribirme en materias  ,0,3,2,1,2018,1,4,1,1,1,14,6,58,0.0,0.8275862068965517,0,11,7,0.9090909090909092,0.0,1,0,Requisitos de Ingreso
"buenas noches hice la solicitud a para el boleto earudiantil u cuando me dio la opcion de imprimir me salto eata leyenda la solicitud no a pudido completarse . quisiera saber si me podrian ayudar , porque si quierp hacer nuevamente ya me sale que tengo el tramite la verdad que no entiendo , desde ya muchas gracias ",4,3,3,1,2019,3,5,0,0,0,43,6,316,0.0,0.8069620253164557,0,59,31,0.7627118644067796,0.00949367088607595,1,0,Situación Académica
que requizito me falta para cursar las materias? ,1,4,2,1,2019,1,8,0,0,1,3,6,49,0.0,0.8163265306122449,0,9,5,1.0,0.020408163265306117,1,0,Ingreso a la Universidad
