Consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura
"quería saber hasta cuando tengo tiempo de entregar el analítico del secundario, yo ingrese el año pasado a la universidad. y si no esta si podría entregar algún certificado. muchas gracias  ",2,2,2,1,2016,2,5,2,1,1,54,4,190,0.0,0.8157894736842105,4,33,15,0.8787878787878788,0.015789473684210527,2,0
"me comunico con la intención de saber en que situacion académica me encuentro, ya que califique con cuatro en  el taller de lectura y comprension de textos. ",0,3,3,1,2016,2,5,2,1,1,5,6,157,0.0,0.8089171974522293,2,29,17,0.7586206896551724,0.012738853503184714,1,0
"hola quería saber xq no me realizan las precargas para la sube, para poder viajar gratis?! ",1,2,4,1,2018,1,3,4,1,1,3,4,91,0.0,0.7912087912087912,1,17,9,0.9411764705882352,0.03296703296703297,1,0
quisiera solicitar la contraseña de mi perfil ya que no me deja acceder. gracias ,0,3,11,2,2016,3,4,2,1,1,5,4,81,0.0,0.8148148148148148,0,15,9,1.0,0.012345679012345678,1,0
"hola: muy buenas tardes,una consulta debido a que debo una dosis de vacunas,no puedo inscribirme en el siguiente cuatrimestre,se que he cometido un error de no haber cumplido con los requisito.          pido disculpa,tengo 43 años y el tiempo para mi ya es corto para estas instancia.          desde ya muchas gracias , espero que me consideren .                           saludo atte. ",3,3,8,2,2019,1,1,4,1,1,52,13,386,0.0,0.7046632124352331,0,103,75,0.5145631067961165,0.02590673575129533,4,0
"buenas tardes: necesitaría saber mi legajo, no lo recuerdo y no se donde me tengo que fijar.  desde ya muchas gracias. saludos. ",4,4,4,1,2018,2,3,0,0,1,3,4,128,0.0,0.78125,1,24,11,0.9166666666666666,0.0390625,3,0
"buen dia: envio este correo, porque no recuerdo mi clave de acceso, y el mail tampoco me llega, cuando pido nueva contraseña. desde ya muchas gracias  ",0,2,2,1,2019,0,3,1,1,1,54,6,151,0.0,0.7880794701986755,0,28,14,0.9642857142857144,0.03311258278145696,1,0
hola estoy intentando cambiar la clave de seguridad y no me  confirmar mis datos.. lo occion me deja poner mis fecha de nacimiento pero no me lo confirma.   ,3,2,6,1,2017,0,5,3,1,1,0,4,157,0.0,0.7834394904458599,0,32,20,0.71875,0.01910828025477707,3,0
"buenas tardes, quería consultar porque cuando pongo la solicitud de inscripción no me deja anotarme. gracias! espero su respuesta ",0,3,2,1,2019,2,7,0,0,1,43,4,130,0.0,0.8307692307692308,2,20,7,1.0,0.02307692307692308,1,0
hola! pregunta... estoy cursando la carrera de contador público e hice la simultaneidad para que me reconozcan las asiganturas comunes a la lic. en administración. &iquest;las asignaturas comunes tengo que anotarme con los 2 legajos (el de contador y el de lic.) o s&ograve;lo con anotarme con el legajo de contador alcanza? ,0,2,8,2,2016,1,3,2,1,1,54,11,325,0.0,0.7938461538461539,2,53,28,0.7547169811320755,0.030769230769230767,6,0
no me llego el mail con la clave que me olvide. gracias. ,3,3,7,1,2018,2,1,1,1,1,3,4,57,0.0,0.7543859649122807,0,13,9,0.9230769230769232,0.03508771929824561,2,0
necesito cambiar mi contraseña de mi cuenta de estudiante y no me envían el mail correspondiente para hacer el cambio de contraseña. ,4,1,8,2,2018,0,5,3,1,1,5,6,133,0.0,0.8270676691729323,1,23,13,0.8260869565217391,0.0075187969924812035,1,0
"hola buenas tardes mi consulta es para hacer  el cambio de clave que no me llega a la casilla de correos para poder seguir con el procedimiento, no se será un problema en el sistema o si es por mi correo. gracias ",3,3,2,1,2018,1,5,3,1,1,5,8,213,0.0,0.7887323943661971,1,44,28,0.8181818181818182,0.009389671361502348,1,0
"buenas tardes, queria saber si es posible hacer cambios de comision y materias a las que me inscribi para el segundo cuatrimestre. gracias! ",3,1,8,2,2018,2,1,4,1,1,8,6,140,0.0,0.8142857142857143,0,24,11,1.0,0.021428571428571432,1,0
"hola, buenas tardes. quería preguntarles cómo puedo obtener el beneficio del boleto estudiantil, ya que vivo a 75 kilómetros de la universidad nacional de luján. vivo en carmen de areco. me gustaría que me brindaran más información al respecto si es posible, muchas gracias. ",0,2,3,1,2019,1,8,4,1,1,54,11,275,0.0,0.8072727272727273,7,45,22,0.8888888888888888,0.025454545454545452,4,0
&iquest;por qué no me puedo anotar a las materias de primer año? &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; ,1,3,2,1,2019,3,8,0,0,1,54,4,163,0.0,0.7914110429447853,2,26,14,0.9230769230769232,0.03680981595092025,2,0
"hola:   consulto con respecto a mis datos personales , mi nombre es maría noelia beatriz ferreyra,pero en beatriz solo me aparece beatri en mi situación academica . &iquest;cómo solucionó el problema,?                      muchas gracias. ",3,3,8,2,2018,2,3,1,1,1,5,6,239,0.0,0.7280334728033473,4,57,37,0.543859649122807,0.03347280334728033,2,0
hola quiero inscribirme pero no me llegan los correos gracias ,0,3,12,2,2018,1,2,0,0,1,5,6,62,0.0,0.8387096774193549,0,11,6,1.0,0.0,1,0
no recuerdo mi clave actual y el sistema me dice que caduco y debo reestablecerla pero para hacerlo necesito recordarla. el problema es que no puedo. y no me pude anotar a las materias del segundo cuatrimestre 2019 ,3,2,8,2,2019,1,2,4,1,1,4,4,215,0.0,0.7953488372093023,0,39,24,0.8205128205128205,0.009302325581395349,2,0
"hola. yo queria saber cuando voy a poder ingresar a mi perfil ya que menlo bloquearon porque me faltaban vacunas que no sabia que me tenia que poner. la ultima dosis me la doy a fin de marzo, pero necesito aparecer en los listados y obviamente poder usar la plataforma. si pudiera tener solucion seria de gran ayuda. muchas gracias ",3,2,3,1,2019,1,4,4,1,1,52,4,332,0.0,0.8042168674698795,0,61,30,0.819672131147541,0.015060240963855422,4,0
"hola, quisiera saber si ya me pude reescribir a la carrera de licenciatura en trabajo social,, muchísimas gracias!!!!  ",1,1,3,1,2019,3,2,2,1,1,5,4,119,0.0,0.7815126050420168,1,20,10,0.95,0.05882352941176471,1,0
quiero inscribirme a las materias de la carrera pero me arroja el mensaje de &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; que tengo que hacer  ,0,3,2,1,2019,0,6,0,0,1,54,4,196,0.0,0.8061224489795918,1,33,18,0.8787878787878788,0.020408163265306117,2,0
"quiero seguir con la carrera que comense hace unos años, cuando puedo pasar y como hago para reingresar?? ",5,2,12,2,2015,3,2,1,1,1,3,8,106,0.0,0.8018867924528302,0,19,10,1.0,0.02830188679245283,1,0
"el motivo de mi consulta es que no recuerdo mi clave de estudiante, hice el tramite para restablecerla y no me llega ni un mail a mi correo. como lo puedo solucionar?. muchas gracias. ",5,1,7,1,2018,1,1,1,1,1,55,6,184,0.0,0.7880434782608695,0,35,22,0.8571428571428571,0.02717391304347826,3,0
me olvide mi clave deseo resetearla ,0,1,7,1,2019,1,1,2,1,1,25,6,36,0.0,0.8333333333333334,0,7,3,1.0,0.0,1,0
"estimados, quisiera saber si es posible mi re incripcion en la carrera de lic, en ciencias de la educacion para el segundo cuatrimestre. yo me inscribi hace varios años y no puede cursar y es mi deseo poder comenzar. gracias ",2,2,3,1,2016,2,1,0,0,1,4,4,225,0.0,0.8044444444444444,0,41,23,0.8536585365853658,0.017777777777777778,2,0
holaa como estan me olvide mi clave la restableci pero no me llego ningun correo y ahora nose como hacer porque me tenia que anotar esta semana a la asignaturas porfavor como hago. ,5,1,8,2,2018,0,6,3,1,1,43,4,181,0.0,0.8121546961325967,0,34,17,0.8529411764705882,0.0055248618784530384,1,0
"buenas tardes!! hice una solicitud de restablecimiento de clave, me enviaron el e-mail correspondiente pero cuando hago la busqueda de la pagina me dice &quot; no se han encontrado resultados para tu búsqueda&quot;, hay problemas con las paginas, como tengo que hacer inscribirme??  desde ya muchas gracias  ",3,2,8,2,2016,1,2,1,1,0,1,6,308,0.0,0.8019480519480521,1,50,27,0.88,0.02922077922077922,1,0
hola buen dia queria saber si complete bien la encuesta del boleto estudiantil  y cuanto tengo que esperar  para q  me aviliten  muchas gracias por su  atencion espero las respuestas  ,4,5,3,1,2019,1,8,4,1,1,5,4,184,0.0,0.8043478260869565,0,37,22,0.8378378378378378,0.0,1,0
"hola disculpe las molestias pero quería consultar porque no me deja entrar al perfil de estudiante , me dice que el estudiante no cumple los requisitos necesarios para ingresar . y nose porque es , gracias  ",1,4,11,2,2018,0,7,4,1,0,5,6,207,0.0,0.8067632850241546,1,38,23,0.8421052631578947,0.014492753623188406,1,0
"buenos días, al solicitar el boleto estudiantil provincial, me figura que ya poseo ese beneficio, pero jamas se me acreditó cuando consulte las terminales! mi sube es la 6061 2682 2964 0855. gracias! ",2,4,7,1,2019,0,4,2,1,1,25,6,200,0.0,0.725,2,34,18,0.9705882352941176,0.03,1,0
hola: quise realizar el tramiite del boleto estudiantil y me figura como que ya tengo un beneficio asignado..  pero nunca me confirmaron si contaba con el beneficio del boleto... ,3,2,3,1,2019,3,2,4,1,1,3,6,179,0.0,0.7988826815642458,0,31,16,0.8387096774193549,0.0335195530726257,5,0
"hola necesitaría saber porque no puedo inscribir para el primer cuatrimestre, que me falta. gracias ",0,3,2,1,2019,2,4,0,0,1,3,8,100,0.0,0.83,1,16,7,1.0,0.02,1,0
"hola hace dos años tuve que abandonar la carrera, por trabajo y quisiera retomarla que tramite puedo hacer. muchas gracias saludos  ",4,4,2,1,2017,3,3,0,0,1,54,6,132,0.0,0.8181818181818182,0,23,12,0.9130434782608696,0.015151515151515154,1,0
no puedo inscribirme en las materias del primer cuatrimestre. por favor necesito alguna respuesta ya que las fechas de inscripción están por terminar.  ,2,4,2,1,2019,1,8,0,0,1,3,4,152,0.0,0.8289473684210527,2,25,12,0.88,0.013157894736842105,2,0
"no estoy pidiendo realizar el trámite del boleto  estudiantil,desde infraestructura me mandan a la universidad ,del centro regional san miguel no han podido darme respuesta hasta el momento,desde  transporte me dicen que es es problema de la universidad conninfraestructura..por favor espero alguna solución. gracias  ",2,2,4,1,2018,2,2,2,1,1,5,6,318,0.0,0.8333333333333334,2,48,21,0.8125,0.018867924528301886,3,0
"buen dia, estaria empezando este lunes 7 de marzo a las 13hs con elementos de matematicas?  por favor confirmar.  gracias. ",3,1,3,1,2016,3,2,3,1,1,25,6,123,0.0,0.7642276422764228,0,23,14,0.8695652173913043,0.032520325203252036,2,0
"hola buenas tardes.  yo soy ex alumna de la universidad de lujan, yo el año 2016 estaba haciendo la carrera para contador publico. por unos problemas no continue. quisiera inscribirme para el 2018 pero haciendo la carrera licenciatura de trabajo social. sera posible ?? y por favor los requisitos para poder anotarme nuevamente en la sede de san miguel . gracias ",3,1,11,2,2017,2,6,2,1,1,5,4,363,0.0,0.7851239669421488,0,63,36,0.7777777777777778,0.02203856749311295,5,0
asta cuando lo puedo presentar al certificado que no adeudo materias. gracias ,1,3,2,1,2019,0,4,0,0,1,3,8,78,0.0,0.8333333333333334,0,13,6,1.0,0.01282051282051282,1,0
quería saber por qué no puedo acceder al boleto estudiantil ya que resido a más de 2000m de la universidad ,6,2,3,1,2019,2,7,4,1,1,3,4,107,0.0,0.7757009345794392,3,21,12,0.9523809523809524,0.0,1,0
hola te escribo porque estaria necesitando el analitico con el puntaje de mi titulo. yo me recibi en el 2015 no recuerdo mi legajo. gracias ,0,1,9,2,2018,0,3,0,0,1,43,6,140,0.0,0.7785714285714286,0,26,15,0.8846153846153846,0.014285714285714284,2,0
"buenas tardes , quiero preinscribirme y no me mandan el mail de respuesta... hay alguna otra forma de anotarse ? muchas gracias ! ",0,4,10,2,2017,2,5,0,0,1,43,6,130,0.0,0.7769230769230769,0,24,13,0.9583333333333334,0.04615384615384616,3,0
"hola buenas tardes, quería saber como es lo del boleto estudiantil. yo ya llene el formulario hace dos semanas pero no sabría como serían los pasos a seguir. muchas gracias ",6,3,3,1,2019,2,5,4,1,1,3,6,173,0.0,0.8092485549132948,3,31,16,0.967741935483871,0.017341040462427744,2,0
me quiero reincorporar y mo se como hacer. que hago? ,4,1,3,1,2017,0,6,3,1,1,3,11,53,0.0,0.7735849056603774,0,11,7,1.0,0.03773584905660377,1,0
en esta via de comunicacion figuro como libre me falta rendir planeamiento para finalizar la carrera en cs de la educacion necesito inscribirme en julio consulte la regularidad y figuraba hasta febrero de. 2018 que debo reañizar para inscribirme en la materia ,4,2,12,2,2017,2,1,1,1,1,0,6,260,0.0,0.8192307692307692,0,43,23,0.7906976744186046,0.003846153846153847,1,0
"buenas tardes, hace 2 meses que no me cargan el boleto, necesito una solución rápida a mi problema muchas gracias ",1,4,9,2,2019,1,1,1,1,0,5,8,114,0.0,0.7982456140350878,2,21,10,1.0,0.017543859649122806,1,0
"buen dia:         mi consulta es porque no me acuerdo la contraseña para entrar a mi situacion academica y cuando me fijo en mi correo electronico, no me llega el mensaje que se reestablecio mi contraseña.         si pueden contestarme a la brevedad,se los agradeceria. ",2,4,9,2,2015,0,3,2,1,1,3,11,270,0.0,0.762962962962963,0,60,42,0.6,0.018518518518518517,2,0
"hola, intento inscribirme a las materias pero cuando solicito las cursadas me dice este mensaje: ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas. por favor si me pueden ayudar se los agradezco.   ",6,3,2,1,2018,3,7,0,0,1,2,6,233,0.0,0.8111587982832618,1,40,22,0.85,0.02145922746781116,3,0
"cuando me dispuse a realizar la preinscripción a materias, me encontré con que materias que nos habían dicho que eran teóricas tienen su parte práctica o algo por el estilo. podrían aclararme esta duda? ya que hace complicado elegir los horarios. muchas gracias, joaquín. ",0,2,2,1,2018,0,7,0,0,0,43,4,272,0.0,0.8161764705882353,7,45,22,0.8888888888888888,0.02205882352941177,3,0
"hola, mi nombre es natalia dominguez, legajo 125413. me recibi de profesora de educacion fisica en diciembre del 2014. me entregaron el titulo en junio del 2015 pero nunca me dieron el analitico con las materias aprobadas y las notas. como lo consigo? desde ya muchas gracias, aguardo respuesta. ",1,2,12,2,2016,3,4,2,1,1,43,6,296,0.0,0.7601351351351351,0,50,23,0.86,0.027027027027027032,4,0
no puedo ingresar como usuario alumno. creo que es por problemas con la clave que debo modificar. gracias! ,2,4,3,1,2016,0,1,1,1,1,29,6,107,0.0,0.8037383177570093,0,19,11,0.9473684210526316,0.02803738317757009,2,0
"hola, quiero hacer el boleto estudiantil en una sube nueva porque la que tenia la perdi. ya la di de baja del sistema de sube y ya registre la que ahora poseo. como hago?  ",3,5,8,2,2019,1,8,4,1,1,3,4,172,0.0,0.7732558139534884,0,36,22,0.7777777777777778,0.02325581395348837,2,0
"buenas tardes, me dirigo hacia ustedes con el fin de consultar si mi pedido sobre el boleto estudiantil ha sido aceptado o no? desde ya muchas gracias, espero su respuesta. ",2,4,3,1,2019,1,7,4,1,1,0,4,173,0.0,0.8034682080924855,0,31,15,0.967741935483871,0.023121387283236997,1,0
buenas tardes no sé cómo averiguar mi número de legajo . ya pasaron más de 24 hs y todavía no lo hice  ,1,3,2,1,2017,1,6,0,0,1,5,6,103,0.0,0.7475728155339806,5,24,17,0.875,0.009708737864077669,1,0
"buenas tardes , el 05/05 envié una solicitud de equivalencias internas, y eximición,  quisiera saber si hay alguna resolución al respecto. desde ya muchas gracias ",1,1,7,1,2017,2,1,3,1,1,54,13,163,0.0,0.7852760736196319,3,27,11,0.9629629629629628,0.024539877300613498,1,0
"quiero anotarme para rendir el final de la materia taller de introducción al estudio de la historia, y no me aparece la opción justamente para esa materia. verifique varias veces y sigue sin aparecer, y al mirar en mi situación estudiantil figuro como regular. quería saber si no habrá final o si sucedió algún problema. ",2,3,9,2,2018,2,7,4,1,1,8,4,321,0.0,0.8130841121495327,7,56,26,0.8035714285714286,0.01557632398753894,3,0
"buenos dias , quisiera por favor pedir el porcentaje de materias aprobadas  pero no puedo entrar al sistema ! muchas gracias ",4,4,2,1,2018,1,4,1,1,1,43,4,125,0.0,0.8079999999999999,0,23,11,0.9565217391304348,0.016,1,0
"hola. se a me imposibilita ingresar al acceso a información académico, vía web, ya que cuando quiero ingresar a mi cuenta (pongo los datos correctos) me sale un escrito que diciendo -&quot;el estudiante no cumple con los requisitos para ingresar al sistema&quot;-  me gustaría saber cual es el problema y como hago para solucionarlo. desde ya muchas gracias. att: pablo  ",1,1,1,1,2017,2,4,3,1,1,5,6,371,0.0,0.7951482479784366,4,63,34,0.7936507936507936,0.0215633423180593,3,0
quiero confirmar los horarios del taller de lectura y comprención de textos pero me dice que el período de confirmación de solicitudes de inscripción a cursadas no está vigente. a partir de que fecha lo puedo confirmar? muchas gracias ,1,1,1,1,2016,1,3,0,0,1,54,6,235,0.0,0.825531914893617,5,40,21,0.825,0.00851063829787234,1,0
"hola, quiero saber como tengo que hacer para continuar la carrera tec.en comer exterior, y si me reconocen todas las materias aprobadas,estando libre. muchas gracias  ",6,2,3,1,2016,3,2,1,1,1,24,6,167,0.0,0.8143712574850299,0,27,10,0.9629629629629628,0.02994011976047904,2,0
hola queria saber en que fecha empiezan a inscribir gracias ,1,3,10,2,2019,0,5,0,0,1,5,6,60,0.0,0.8333333333333334,0,11,5,1.0,0.0,1,0
"buenas tardes, quería consultar acerca de la nota del final de analisis socioeconómico que rendí el dia miércoles 6 de julio. muchas gracias.  ",5,2,7,1,2016,1,5,2,1,0,0,4,143,0.0,0.8041958041958042,4,25,12,0.88,0.02097902097902098,2,0
"hola buenas tardes, deseo informar que mi nuevo correo es : efraingauto@hotmail.com, manifiesto esto por que quiero realizar un cambio de clave en acceso a información académica y me indica que me envían información a mi correo pero nunca me llega. gracias. ",1,1,6,1,2019,1,1,1,1,1,8,6,258,0.0,0.810077519379845,4,43,21,0.813953488372093,0.02325581395348837,3,0
"hola no podría estar entrando al panel de aspirantes, ya estoy anotada en la sede de san miguel,  me dijieron que podía entrar a ver al panel pero no puedo, gracias!!  ",4,2,11,2,2018,3,6,0,0,1,3,4,168,0.0,0.7738095238095238,2,34,20,0.8235294117647058,0.029761904761904764,1,0
 queria solicitar el porcentaje de materias aprobadas para ingreso a la docencia ,2,3,2,1,2016,3,2,1,1,1,5,13,81,0.0,0.8395061728395061,0,14,7,0.9285714285714286,0.0,1,0
buenos días!. desde el domingo quiero entrar a mi información académica pero me pidió cambio de clave y no me deja entrar con la clave nueva; hago el trámite para recuperar la contraseña y no me envía el e-mail a mi casilla de correo. necesito acceder para anotarme en los exámenes finales. gracias. ,1,1,12,2,2018,0,5,2,1,1,55,6,300,0.0,0.8,7,54,27,0.7592592592592593,0.02,4,0
no recibo el mail para restablecer mi usuario y contraseña ,5,1,7,1,2018,3,1,1,1,1,4,6,59,0.0,0.8305084745762712,0,11,7,1.0,0.0,1,0
hola no me llega el mail  para seguir con los pasos de la inscripción ya lo reenvié pero sigue sin llegarme como hago? gracias  ,2,1,11,2,2017,2,6,0,0,1,43,11,128,0.0,0.7890625,2,27,18,0.925925925925926,0.0078125,1,0
"me estoy inscribiendo via web, pero en la instancion que dice que me tiene que mandar el mail, no me llega nada ",6,1,11,2,2017,2,7,0,0,1,43,6,112,0.0,0.7857142857142857,0,23,16,0.8260869565217391,0.017857142857142856,1,0
"buenas tardes yo me inscribi el dia viernes y me dijeron que hoy podia anotarme en los horarios de cursada pero me dice que no cumplo con los requisitos, que puedo hacer? ",0,3,2,1,2019,2,3,0,0,1,52,4,171,0.0,0.8011695906432749,0,33,20,0.8484848484848485,0.011695906432748536,1,0
"buenas tardes, me comunico por que no puedo restablecer mi contraseña para anotarme en las materia, no me envia el mail a mi casilla. gracias y saludos. ",0,3,2,1,2018,1,3,2,1,1,5,6,153,0.0,0.7973856209150327,0,28,16,0.8928571428571429,0.026143790849673203,2,0
queria saber si siguen abiertas las inscripciones para el 2017 ,2,3,2,1,2017,0,5,0,0,0,0,5,63,0.0,0.7777777777777778,0,11,6,1.0,0.0,1,0
"hola; consulta el año pasado fui beneficiaria del boleto estudiantil universitario. este año no se adjudico ninguna carga. ya que reúno los requisitos pedidos , soy alumno regular el año pasado 5 materias promocione. realmente me  podrían informar puesto que para mi es muy importante. llame a sube hasta el cansancio.  saludos ",0,2,4,1,2018,2,1,1,1,1,5,6,328,0.0,0.8109756097560976,2,55,28,0.8545454545454545,0.021341463414634148,5,0
hola querida preguntar porque no me cargan más la tarjeta sube.  yo ya tengo el boleto estudiantil gratuito en mí tarjeta. quiero volver hacerlo pero no me deja. ,6,2,4,1,2018,2,6,3,1,1,3,4,162,0.0,0.8024691358024691,2,30,15,0.9,0.018518518518518517,3,0
hola quería solicitar una clave nueva y no puedo hacerlo!! gracias esperó respuestas!!  ,3,1,4,1,2016,1,4,1,1,1,43,4,88,0.0,0.7954545454545454,2,15,6,0.9333333333333332,0.045454545454545456,1,0
quiero hacer la inscripción a cursadas y me dice que no tengo inscripciones pendientes y no se como hacer  ,5,2,2,1,2018,3,7,0,0,1,43,4,107,0.0,0.8130841121495327,1,21,13,0.8095238095238095,0.0,1,0
hola quiero saber porque todavía no pude activar el boleto estudiantil provincial me llegó un emeil con números de contacto pero ya no los tengo desde ya muchas gracias ,4,2,5,1,2019,1,3,4,1,1,2,6,169,0.0,0.8284023668639053,3,30,14,0.9333333333333332,0.0,1,0
trato de ingresar al sitio para anotarme en la finales . y dice que no soy un alumno que no cumplo los requisitos para entrar al sistema  ,1,2,12,2,2016,0,5,3,1,1,0,6,138,0.0,0.7898550724637681,0,29,19,0.8275862068965517,0.007246376811594203,1,0
"hola, quería inscribirme a la carrera de profesorado en ed. física pero la misma no aparece en el listado de la inscripción vía web. ",0,1,12,2,2017,3,5,0,0,1,43,4,133,0.0,0.7969924812030075,4,25,15,0.84,0.022556390977443608,2,0
hola quisiera anotarme en las materias pero no aparezco en el sistema  ,3,1,2,1,2018,1,5,3,1,1,43,4,71,0.0,0.8169014084507042,0,14,9,0.8571428571428571,0.0,1,0
"hola buenas tardes, mi consulta es debido a que solicite el boleto estudiantil, pero no me llego ninguno mail y al pasar la tarteja por la maquina  para que me lo acrediten, me dice que no puede realizarse la operacion. soy ingresante de este año, y otros compañeros pudieron realizarlo sin problema. muchas gracias ",2,5,8,2,2017,3,7,3,1,1,54,4,316,0.0,0.8069620253164557,0,56,32,0.8392857142857143,0.0189873417721519,2,0
"buenas tardes,hace 4 meses inicie el boleto estudiantil y aun no impacto pregunte en el area de becas y me sugirieron mandarle este mail desde ya muchas gracias .natalia ",3,1,8,2,2019,2,3,4,1,1,4,6,170,0.0,0.8117647058823529,0,30,15,0.9333333333333332,0.011764705882352941,1,0
"hola, queria saber como tengo que hacer para cambiar mi mail y me lleguen los horarios que tengo a partir de marzo  ",2,1,2,1,2016,2,6,0,0,1,43,6,116,0.0,0.7931034482758621,0,24,13,0.875,0.008620689655172414,1,0
"buenos días.hice el trámite de sube universitario,y en la página. aparece q tengo un beneficio asignado pero en la sube no me sale nada lleve a un tótem y me dice q no poseo beneficio la consulta sería si tengo el beneficio o no?o como realizó el trámite?muchas gracias. ",3,3,3,1,2019,0,3,4,1,1,5,4,271,0.0,0.7970479704797048,7,50,30,0.74,0.022140221402214017,3,0
hola. hay posibilidades de anotarme a materias para arrancar este cuatrimestre? empece hace aprox tres años pero deje. podría reincorporarme?  gracias! ,0,3,2,1,2019,0,4,2,1,0,54,6,152,0.0,0.8223684210526315,1,23,11,0.9565217391304348,0.03289473684210526,2,0
"el motivo de mi consulta es: el sistema me dice que no cumplo con los requisitos para ingresar al sistema quisiera saber a qué se debe, que faltaría para que pueda ingresar a inscribirme siendo que soy alumno regular, gracias espero su respuesta ",3,4,2,1,2017,2,8,3,1,1,25,4,246,0.0,0.8130081300813008,2,44,24,0.8181818181818182,0.012195121951219513,1,0
kiero inscribirme para aspirante de enfermeria ,5,2,8,2,2017,1,2,0,0,1,0,4,47,0.0,0.8723404255319149,0,7,3,1.0,0.0,1,0
"buenos días. me interesa hacer el reingreso a la carrera, y anotarme en las materias 30022 y 30024. olvidé la contraseña y no me llega el mail para reestablecerla. gracias  ",0,2,2,1,2019,0,3,1,1,1,4,6,173,0.0,0.7398843930635838,2,32,17,0.8125,0.023121387283236997,3,1
buenas tardes no puedo ingresar con mi clave. para inscribirme para rendir ,1,1,2,1,2016,2,2,1,1,1,5,11,75,0.0,0.8266666666666667,0,13,6,0.9230769230769232,0.013333333333333334,1,0
"hola, tengo un problema cuando quiero ingresar al sistema para ver las fechas de los finales para armar mi cronograma, me salta un cartel diciendo: &quot;el estudiante no cumple los requisitos para entrar al sistema&quot;. quisiera saber a que se debe esto. gracias ",0,1,12,2,2016,1,4,3,1,1,27,6,266,0.0,0.8045112781954887,0,44,20,0.8863636363636364,0.02631578947368421,2,0
"buenas tardes, me anote al final de administración del 19/12 pero necesitaría cambiarlo al de 21/12. esto puede ser posible? gracias saludos ",4,3,12,2,2017,1,8,3,1,1,3,9,141,0.0,0.75177304964539,2,23,10,0.9130434782608696,0.02127659574468085,1,0
"buenas tardes  unlu y a quien corresponda!  me comunico por motivo de interés de inscribirme a iniciar una carrera en comercio internacional: hice la preinscripcion web, pero no me llega el mail que dice tiene q llegar... por favor se los pido si pueden facilitarme como prosigo, gracias.  bruno garcia ",0,3,2,1,2018,2,8,0,0,1,27,6,303,0.0,0.7986798679867987,1,54,31,0.8703703703703703,0.026402640264026403,4,0
no estoy podiendo ingresar a mi cuenta para poder inscribirme y he solicitado el restablecimiento de la contraseña pero no me llegó el meil!! ,6,4,2,1,2019,3,4,1,1,1,0,6,142,0.0,0.8169014084507042,1,25,14,0.92,0.014084507042253518,1,0
"hola, queria saber acerca del boleto estudiantil, por que no me puedo registrar, aparere como que el boleto estudiantil esta fuera de servicion hasta nuevo aviso. ",5,2,3,1,2019,2,7,4,1,1,52,4,163,0.0,0.8159509202453987,0,27,11,0.925925925925926,0.024539877300613498,1,0
"buenas, cuando voy a activar el boleto estudiantil me aparece que no poseo ningun beneficio; estando ya registrada. espero su respuesta muchas gracias! ",2,4,10,2,2019,2,7,3,1,1,3,6,152,0.0,0.8223684210526315,0,24,9,1.0,0.02631578947368421,1,0
"buenas tardes quería saber para pedir un certificado analítico a la fecha, cuanto demoraba y si por este medio se lo puede pedir saludos roxana ",3,2,8,2,2017,2,2,1,1,1,3,6,144,0.0,0.8194444444444444,2,26,11,0.9615384615384616,0.006944444444444444,1,0
no puedo anotarme a las materias  ,6,2,8,2,2018,3,6,4,1,1,43,4,34,0.0,0.7941176470588235,0,8,5,0.875,0.0,1,0
"buenos días, he dado el día 14 de diciembre mi última materia. realicé solicitud de título por página web, deseo saber si es correcto o si debo presentarme en luján para realizar algún otro trámite. muchas gracias, aguardo respuesta. saludos ",0,3,12,2,2016,0,1,1,1,1,4,4,242,0.0,0.8016528925619835,9,41,19,0.951219512195122,0.02479338842975207,3,0
estaba haciendo una carrera ahy...luego deje...quiero inscribirme  ,6,1,5,1,2019,0,2,0,0,1,0,4,67,0.0,0.7910447761194029,0,9,3,0.8888888888888888,0.08955223880597014,6,0
"deseo anotarme en la carrera de licenciatura en biologia y no he recibido ningun mail, para continuar con la inscripcion saludos!!!!! ",5,3,10,2,2015,3,2,0,0,1,0,8,134,0.0,0.7985074626865671,0,22,11,0.9090909090909092,0.04477611940298507,1,0
"hola, por que la página me dice que no cumplo los requisitos para la incriocion a la cursada si yo me inscribi en octubre ",0,3,2,1,2019,1,8,0,0,1,18,4,122,0.0,0.7950819672131147,1,25,17,0.84,0.008196721311475409,1,0
buenas tardes. a quién debo contactar para que corrijan mi nombre que está mal en la página?? figura clari y soy clarisa. gracias ,3,5,11,2,2017,1,3,1,1,1,43,11,130,0.0,0.7923076923076923,3,24,13,0.9583333333333334,0.030769230769230767,2,0
