Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase
buenas tardes. mi consulta en este dia es porque la sube no me cargan mas. si entro en la pagina me dice que soy beneficiaria, pero sin embargo voy a consultar en el aparato de la sube y me dice que no soy beneficiaria de ningun plan . gracias... |3|2|3|1|2019|0|8|4|1|1|3|gmail|Boleto Universitario
hola, yo hice el trámite web para en boteto y me tenía q llegar un mail para q yo vaya a una terminal sube y nunca llegó, yo por las dudas fui y probé en poner la sube y dice que no tengo ninguna tarifa pendiente, y acá  cuando vuelvo a querer llenar el formuario me dice que sí tengo una, no sé qué hacer porque ya casi termina el periodo para solicitarlo |4|4|3|1|2019|2|8|4|1|1|54|gmail|Boleto Universitario
porque me salta error en credenciales si en la uni jamás me entregaron credenciales sólo un legajo |0|1|3|1|2018|1|2|3|1|1|3|gmail|Boleto Universitario
hola, quiero hacer el boleto estudiantil en una sube nueva porque la que tenia la perdi. ya la di de baja del sistema de sube y ya registre la que ahora poseo. como hago?  |3|5|8|2|2019|1|8|4|1|1|3|gmail|Boleto Universitario
hola!!  mi consulta es por que no se acredita en mi sube el beneficio me dice que tengo asignado el beneficio pero no se hace la carga este año empece en la unm y no me deja insccribirme como ingresante para la sube |0|5|4|1|2019|1|2|1|1|1|41|hotmail|Boleto Universitario
buenas noches. mi consulta es sobre el boleto estudiantil provincial, tenía entendido que el 20 de marzo se acreditaría el saldo, desde esa fecha voy a consultar a las terminales de sube y no tengo saldo a acreditarse. intenté inscribirme pero en la página me dice que ya cuento con el beneficio. que debo hacer? a dónde debo recurrir para que se me acredite el saldo? gracias |3|2|4|1|2018|3|5|3|1|1|5|hotmail|Boleto Universitario
hola. queria saber porque no puedo acreditar mi sube con el boleto estudiantil. lo realice el año pasado el tramite.  |2|3|3|1|2019|0|3|2|1|1|55|gmail|Boleto Universitario
hola no puedo registrarme para el boleto estudiantil, me dice que las credenciales son incorrectas.  |0|1|3|1|2018|1|3|4|1|1|3|gmail|Boleto Universitario
buenos días. soy beneficiaria del boleto provincial desde el año pasado, desde este año no pude recibir el saldo que me correspondería, siempre que pongo la tarjeta en la maquina me dice que no tengo cargas pendientes. anteriormente les había consultado a ustedes y me habían notificado que el crédito estaría acreditado entre el 15 y el 20 de marzo, aun así todavía no pude cargar mi sube. desde ya muchas gracias |3|1|4|1|2018|0|5|3|1|1|48|hotmail|Boleto Universitario
hola, una consulta. yo inicie el tramite para el boleto estudiantil provincial hace tres semanas y hasta el día de hoy no me llego ninguna notificación, qué debería hacer? desde ya muchas gracias. |4|1|4|1|2018|3|7|4|1|1|43|gmail|Boleto Universitario
desde el comienzo del segundo cuatrimestre solicite el boleto estudiantil y aun no se acreditó. a dondey quien  puedo recurrir? |1|5|10|2|2019|1|7|4|1|1|5|gmail|Boleto Universitario
cambie mi tarjeta sube, al perder la anterior! quisiera saber si hay que modificar los datos de la misma para acceder al beneficio.. ya que no lo tengo al momento. |1|2|5|1|2019|1|4|4|1|1|3|yahoo|Boleto Universitario
hola: quise realizar el tramiite del boleto estudiantil y me figura como que ya tengo un beneficio asignado..  pero nunca me confirmaron si contaba con el beneficio del boleto... |3|2|3|1|2019|3|2|4|1|1|3|hotmail|Boleto Universitario
hola, no se me cargó el crédito de la sube de marzo. desde sube me dicen que tiene fecha vencida, q tengo que hablar con mí universidad... no se qué significa eso pero espero puedan ayudarme. gracias |1|1|4|1|2018|2|2|2|1|0|43|hotmail|Boleto Universitario
hace aproximadamente 1 mes que completé el formulario para poder obtener el boleto estudiantil y nunca obtuve respuesta |0|4|8|2|2019|3|8|4|1|1|54|gmail|Boleto Universitario
no puedo obtener el beneficio del boleto estudiantil provincial. me aparece que ya poseo un beneficio y no es así. |2|1|5|1|2019|3|8|4|1|1|18|gmail|Boleto Universitario
hola mi consulta es porque no me puedo anotar para el boleto provincial soy de moreno y el año pasado estuve en la carrera licenciatura enfermería y este año me cambie de carrera me aparece que ya tengo un beneficio pero nose cual es el beneficio no entiendo ,espero me puedan ayudar ,gracias! |3|3|3|1|2019|1|6|3|1|1|19|gmail|Boleto Universitario
hola, buenas tardes. quería preguntarles cómo puedo obtener el beneficio del boleto estudiantil, ya que vivo a 75 kilómetros de la universidad nacional de luján. vivo en carmen de areco. me gustaría que me brindaran más información al respecto si es posible, muchas gracias. |0|2|3|1|2019|1|8|4|1|1|54|outlook|Boleto Universitario
yo hize el tramite para el pase estudiantil provincial .. y queria saber cuando me acreditan la plata ??? |6|4|3|1|2019|3|8|4|1|1|54|gmail|Boleto Universitario
buenas noches, en el sistema me figura que ya tengo un beneficio asignado pero cuando ingreso al sistema de sube me dice que no tengo ningún beneficio. quisiera saber como se podría solucionar. desde ya muchas gracias  |1|4|9|2|2019|3|4|2|1|1|19|gmail|Boleto Universitario
hola! quiero consultar respecto del boleto estudiantil provincial, ya que, inicie el trámite hace más de un mes (22-06-2019) y aún no obtuve respuesta ni el beneficio. quisiera saber si se puede resolver esta situación. gracias. |1|1|8|2|2019|1|6|4|1|1|3|gmail|Boleto Universitario
no puedo iniciar el proceso para el boleto estudiantil, me aparece &quot;error de credenciales&quot; |0|1|3|1|2018|0|5|2|1|1|54|gmail|Boleto Universitario
buenas tardes, me dirigo hacia ustedes con el fin de consultar si mi pedido sobre el boleto estudiantil ha sido aceptado o no? desde ya muchas gracias, espero su respuesta. |2|4|3|1|2019|1|7|4|1|1|0|gmail|Boleto Universitario
buen día, me comunico para saber mi situación con el boleto estudiantil provincial. el año pasado completé el formulario pero no me mandaron nada y no hice nada (si es que había que hacer algo para activar el beneficio), por lo tanto no hice uso del mismo. ahora cuando quiero entrar para completar el formulario me aparece que ya posee un beneficio. mi pregunta es qué tengo que hacer para hacer uso del mismo? desde ya, muchas gracias! |4|3|3|1|2019|0|5|2|1|1|54|hotmail|Boleto Universitario
no me carga la tarjeta sube en la terminal de sube |3|3|9|2|2019|2|7|3|1|1|3|gmail|Boleto Universitario
13-04-18 a quien corresponda, el motivo por el cual escribo es que estoy teniendo inconveniente con la recarga de sube(mes de marzo-abril)ya que la misma no se realizo,quisiera saber cuales son los motivos,para mi es muy importante la recarga porque utilizo tren y colectivo para llegar a la universidad,desde ya gracias por su tiempo,  gisela condori  |4|2|4|1|2018|0|2|3|1|1|5|gmail|Boleto Universitario
no puedo hacerme la tarifa social, me salta que ya tengo un beneficio y no tengo ninguno. gracias |2|1|6|1|2019|3|5|2|1|1|1|gmail|Boleto Universitario
hola...he solicitado el boleto estudiantil provincial hace un tiempo y no se donde ver en que situación esta el trámite, pues no me ha llegado ninguna información de carga o demás al respecto. gracias |4|1|6|1|2019|1|2|3|1|1|5|yahoo|Boleto Universitario
quisiera saber si el boleto estudiantil se sigue abonando. ya que no me an recargado la sube durante todo este año. gracias |1|4|4|1|2018|2|6|3|1|0|1|gmail|Boleto Universitario
hola buenas tardes , completé el formulario para que se me acredite la carga de sube hace mucho y tuve el problema de que  a todos se le acreditó el beneficio y a mi al apoyar la sube en el tas no recibo nada , y el proceso lo hice con mis compañeros que ya van por su segunda acreditación , quisiera saber que esta pasando , desde ya muchas gracias |3|1|5|1|2019|2|7|4|1|1|43|hotmail|Boleto Universitario
todavía no me cargaron la sube y ya intenten en varios puntos quería saber si tengo que hacer otro tramite para que me la carguen |3|1|4|1|2018|3|6|3|1|1|27|hotmail|Boleto Universitario
hola buenos dias  me comunico porque no puedo btener una tarifa social para la sube no entiendo porque no puedo esque mis compañeros pudieron |0|3|4|1|2019|1|8|4|1|1|3|gmail|Boleto Universitario
&iquest;por qué no me llego la recarga de sube por boleto estudiantil provincial?  hice el trámite el año pasado y cuando entro ahora a &quot;boleto estudiantil provincial&quot;  aparece &quot;la persona ya tiene un beneficio asignado&quot;   |1|3|4|1|2018|3|6|3|1|1|17|hotmail|Boleto Universitario
quería consultar por que me sale error de credencial cuando quiero hacer el boleto estudiantil  |0|1|3|1|2018|1|4|3|1|1|5|gmail|Boleto Universitario
cuando quiero iniciar el tramite para el boleto estudiantil dice que el beneficio ya fue otorgado pero nunca tuve el descuento. quisiera saber los pasos a seguir para terminar el tramite. gracias  |3|1|7|1|2019|0|6|3|1|1|3|hotmail|Boleto Universitario
hola!  yo hice el tramite por el boleto estudiantil hace tiempo, pero hace ya unos dos meses aproximado, la sube ya no se me recarga al apoyarla en la terminal electrónica de la universidad. quería saber si ustedes me podrían asesorar que puedo hacer y porqué ya no me carga.  espero respuesta gracias y saludos. |5|3|3|1|2019|2|5|2|1|1|3|live|Boleto Universitario
hola. voy a estar cursando activamente en la cede central, por qué no puedo sacar el boleto estudiantil???  muchas gracias |0|1|3|1|2018|0|4|2|1|1|3|hotmail|Boleto Universitario
error de credenciales?? |0|1|3|1|2018|0|2|2|1|1|54|gmail|Boleto Universitario
buenas noches hice la solicitud a para el boleto earudiantil u cuando me dio la opcion de imprimir me salto eata leyenda la solicitud no a pudido completarse . quisiera saber si me podrian ayudar , porque si quierp hacer nuevamente ya me sale que tengo el tramite la verdad que no entiendo , desde ya muchas gracias |4|3|3|1|2019|3|5|0|0|0|43|hotmail|Boleto Universitario
buenas noches. quisiera saber si aún  tengo vigente el boleto estudiantil en la universidad. dado que no se han realizado las últimas recargas de boleto estudiantil en mi sube. uds tienen forma de revisar esta info? desde ya muchas gracias. saludos |1|3|8|2|2019|3|3|3|1|1|54|hotmail|Boleto Universitario
hola buenas tardes, este tramite de boleto estudiantil debo hacerlo todos los años ?( pregunto, porque yo ya gozaba de este beneficio el año pasado) |6|3|3|1|2019|1|6|4|1|1|3|gmail|Boleto Universitario
hola; consulta el año pasado fui beneficiaria del boleto estudiantil universitario. este año no se adjudico ninguna carga. ya que reúno los requisitos pedidos , soy alumno regular el año pasado 5 materias promocione. realmente me  podrían informar puesto que para mi es muy importante. llame a sube hasta el cansancio.  saludos |0|2|4|1|2018|2|1|1|1|1|5|hotmail|Boleto Universitario
buenas tardes , quiero acceder al beneficio del boleto estudiantil y me figura que ya tengo un beneficio, actualmente estoy desempleada y no tengo ningún tipo de beneficio ni cobro ningún plan. ya hice un reclamo hace 2 días y me dijeron que vuelva a intentar al día siguiente, y nada cambio  |4|3|3|1|2019|1|4|1|1|1|27|hotmail|Boleto Universitario
buenas tardes, quería saber por qué motivo las cargas subes de cada mes ya no se me acreditan. si tuvieran algún tipo de respuesta, se los agradecería. muchas gracias! |4|1|9|2|2019|1|8|4|1|1|54|hotmail|Boleto Universitario
hola; buenos días. mi consulta es la siguiente: hice la solicitud del boleto estudiantil por medio de la pagina de la universidad y trato de hacerlo nuevamente y me dice que ya me fue asignado el beneficio, pero al momento de tratar de activarlo por medio de las pantallas me dice que no tengo ningún beneficio. me podrán ayudar por favor  y decirme que debo hacer. de ante mano muchas gracias  |0|2|4|1|2018|0|8|4|1|1|25|gmail|Boleto Universitario
donde puedo averiguar porque el gobierno no me acredita el saldo de la sube? |2|2|9|2|2019|0|8|4|1|1|3|gmail|Boleto Universitario
hola quiero que me informen porque todavía no nos dieron la carga del boleto estudiantil es muy necesario acceder al beneficio para poder seguir estudiando.  |3|1|4|1|2018|1|1|3|1|1|5|gmail|Boleto Universitario
hola, yo ya me inscribí para el boleto estudiantil provincial. quisiera saber cuando estará habilitado o si me llegará algún tipo de información. |6|3|3|1|2019|1|7|4|1|1|8|gmail|Boleto Universitario
buen dia. intento realizar el tramite para el boleto municipal y no lo permite.me sale un mensaje en el que dice &quot;la persona ya tiene un beneficio asignado&quot;. quisiera saber a que se debe, porque no tengo ning&ugrave;n tipo de beneficio asignado, y quisiera obtener el beneficio; ya que entre material academico y pasaje se me hace bastante complicado poder afrontar los gastos. espero una pronta contestacion. saludos cordiales. susana rios |6|4|4|1|2019|0|2|4|1|1|5|gmail|Boleto Universitario
buenas noches inicie el tramite para la sube estidiantil del boleto provincial y me dice que ya tengo el veneficio pero no pude descargar el formulario .  |0|3|3|1|2019|2|8|4|1|1|52|gmail|Boleto Universitario
buenas tardes... mi consulta es acerca del boleto estudiantil. en el día de la fecha se han cargado las tarjetas sube...y la mia no se acredito...cuando entro al sistema me dice que el tramite no fue terminado. que la persona ya posee benefio.  mis preguntas son &iquest;qué me falta completar del trámite? y a que &iquest;beneficio se refiere? ya que no poseo nínguno. muchas gracias. |2|2|4|1|2019|1|1|2|1|1|3|hotmail|Boleto Universitario
buenas tarde, quisiera comentarles que en varias oportunidades he intentado realizar el tramite del boleto estudiantil, y me marca como error de credenciales,me gustaria saber si esto se debe a algo en particular. desde ya gracias.  |0|1|3|1|2018|1|2|2|1|1|4|gmail|Boleto Universitario
hola buenas tardes, quería consultar por la acreditación del boleto estudiantil, todavía seguimos esperando la carga, donde tengo que hablar para solucionar el tema?  |1|4|4|1|2018|2|6|3|1|1|43|gmail|Boleto Universitario
buenas tardes! quería saber por que aún no se me acredito el saldo en la sube, hice el trámite del boleto estudiantil provincial hace un mes y días. cuando entro a la página me dice que el formulario no pudo completarse y abajo dice que ya lo tengo asignado que quiere decir eso? gracias!  |0|1|8|2|2019|1|8|4|1|1|29|gmail|Boleto Universitario
apoye mi sube en la máquina y todavia no me carga el saldo que brinda el boleto estudiantil. quiero volver a hacer el formulario en la pagina pero servicios web no me deja llenarlo. que puedo hacer? |3|5|8|2|2019|1|7|4|1|1|1|hotmail|Boleto Universitario
buen día, queria consultar con quien puedo hablar por el tema del boleto estudiantial. muchas gracias. |3|3|4|1|2018|2|8|0|0|1|25|gmail|Boleto Universitario
quería saber cuando van a dar el resultado sobre el boleto estudiantil? |1|2|10|2|2019|0|5|0|0|0|0|live|Boleto Universitario
hola buenos días, quería saber por qué no se me acredita el boleto estudiantil provincial. cuando intento hacer el trámite por servicios académicos web me dice que el trámite ya está realizado, y cada vez que apoyó la sube en una terminal me dice que no poseo recargas pendientes. |3|1|4|1|2018|0|5|2|1|1|3|gmail|Boleto Universitario
hola que tal! quería saber cual seria el motivo de la cual no me estarían acreditando el subsidio de la sube ya que me es de gran ayuda así como a muchos de los demás! desde ya muchas gracias y saludos cordiales! |2|3|4|1|2018|1|3|2|1|1|43|outlook|Boleto Universitario
hola, queria saber si me podian enviar el formulario porque se me extravio la sube con el boleto estudiantil. |1|1|10|2|2019|1|6|3|1|0|27|gmail|Boleto Universitario
hola quisiera saber sin hay respuestas sobre el tramite que realice por el boleto estudiantil. muchas gracias |1|2|4|1|2018|0|7|4|1|1|27|yahoo|Boleto Universitario
 hola. tuve un problema al finalizar de completar la solicitud para obtener el boleto estudiantil. por accidente la pagina se volvió a cargar y luego los datos se perdieron sin que pueda guardarlos en un archivo pdf y al intentar rehacerlo me dice que ya tengo un beneficio asignado. podrian decirme que hacer? gracias.   |4|5|3|1|2019|0|8|4|1|1|54|gmail|Boleto Universitario
hola, quería consultar por el boleto estudiantil provincial, &iquest;cuándo podré hacer el trámite para poder sacarlo? ya que ahora se encuentra suspendido.  gracias. saludos  |6|2|3|1|2019|2|5|2|1|1|1|hotmail|Boleto Universitario
hola que tal yo queria consultar donde puedo averiguar por que no me acreditaron el credito de la sube. yo abia perdido la sube, la  di de baja y realize nuevamente una sube nueva resgistrada a mi nombre pero el credito de la sube no me lo acreditaron más. adonde tendria que consultar por que ingreso al sistema y me dice que tengo que ya tengo el veneficio otorgado. |3|2|4|1|2019|1|3|1|1|1|52|gmail|Boleto Universitario
hola buenas tardes, mi consulta va dirijida ,  acerca del inconveniente de no poder realizar la carga de sube ,   con el beneficio del boleto provincial, me gustaria saber cual es el incoveniente, y cuando se solucionaria el problema, para poder disfrutar dem beneficio? |1|3|4|1|2018|1|4|2|1|1|43|msn|Boleto Universitario
buenas tardes! me comunico con ustedes para consultar cuándo acreditan los viajes en la sube, yo hice el trámite y me enviaron un mail diciendome que me avisarian el momento en que esté acreditado pero todavia no tuve novedades. será que no se me efectuó el trámite?  sin otro particular motivo saluda atte.  elisabeth |3|1|4|1|2018|2|3|4|1|1|54|hotmail|Boleto Universitario
no se me acredita el boleto estudiantil provincial, realicé el trámite el 14 de abril. y en el portal mi sube me aparece que no tengo ningún beneficio  |0|3|5|1|2019|3|6|3|1|1|54|hotmail|Boleto Universitario
perdi mi sube con la que registre el boleto para la unlu, la di por perdida en la pagina de sube, como ago para ingresarla otra vez porque no me deja me sale como beneficio asignado  |1|1|4|1|2019|3|8|4|1|1|54|gmail|Boleto Universitario
perdí mi tarjeta sube con el beneficio, ya tengo una nueva pero no puedo aplicar el beneficio en esa misma |2|4|10|2|2019|1|6|3|1|0|27|gmail|Boleto Universitario
buenas tardes, quería consultar cómo tengo que hacer, porque perdí mi sube y tenía el beneficio que me acreditaban, la tengo que dar de baja? cómo hago para que pase el beneficio a la nueva sube??  mucha gracias!  |3|1|8|2|2019|0|4|3|1|0|5|hotmail|Boleto Universitario
estimado, hace meses que realice el tramite del boleto estudiantil, la pagina dice que ya tengo el beneficio pero no me lo cargan. me gustaria saber cual es el problema? o si me lo podrian solucionar porque la verdad se me compllica mucho hacerme cargo del gasto con mi bolsillo, lo hice el año pasado porque me lo rechazaron pero este año voy a poder. |1|2|3|1|2019|3|5|4|1|1|8|gmail|Boleto Universitario
quisiera saber como hacer para actualizar los datos para el boleto estudiantil, ya que al momento de otorgarme el beneficio no cursaba materias en lujan y ahora si lo hago, lo cual hace que el saldo que me acrediten ahora no me alcance para cubrir todos los viajes que realizo al mes. quisiera saber si ustedes hacen esto o donde tengo que consultar. gracias. |1|5|10|2|2019|0|7|4|1|1|27|yahoo|Boleto Universitario
en el mes de septiembre no recibí la acreditación del boleto estudiantil provincial, pasando ya mas de dos semanas. me gustaría saber cual es el inconveniente que sucedio. muchas gracias |2|3|9|2|2019|2|6|3|1|1|19|gmail|Boleto Universitario
sobre el tema del boleto estudiantil. me aparece error en formulario. que puedo hacer para tramitarlo? |0|1|3|1|2018|1|6|3|1|0|3|gmail|Boleto Universitario
hola, quería saber como realizar el tramite para el boleto estudiantil devuelta, ya que tenia el beneficio pero cada vez que voy a recargar la sube me dice que no tengo recargas disponible, gracias |2|1|9|2|2019|3|6|3|1|1|2|hotmail|Boleto Universitario
no me asigna el credito mensual del mes de abril |2|2|4|1|2018|2|5|3|1|1|54|hotmail|Boleto Universitario
hola mira yo había perdido la sube donde tenía el boleto estudiantil provincial, ya registré una nueva a mi nombre como hago para obtenerlo de nuevo? |1|2|9|2|2019|1|7|4|1|1|25|outlook|Boleto Universitario
hola buenas tardes , quince volver a llenar el formulario de solicitud xq me dijeron que se debe hacer todos los años y me aparece que ya tengo el beneficio asignado. hasta ayer no tenía nada en la sube. en dónde puedo ver el beneficio supuesto asignado?. desde ya muchas gr |2|2|3|1|2019|1|4|3|1|1|54|gmail|Boleto Universitario
estoy inscripto para el boleto estudiantil hace mas de 1 año, hubo conflictos con las cargas de las sube en la facultad, lo regularizaron, pero ahora la máquina me dice un mensaje parecido a &quot;usted no posee ningun beneficio activo&quot;, entre en la página y me dice &quot;la persona ya tiene un beneficio activo&quot;. por favor espero respuesta, ya que necesito este beneficio. gracias. |3|4|10|2|2019|0|4|2|1|1|43|gmail|Boleto Universitario
buenos dias, cuando intento hacer el boleto provincial me salta error y no se cual es el motivo ya que entregue la constancia de titulo en tramite, tengo sube a mi nombre y soy ingresante |0|1|3|1|2018|1|7|3|1|1|1|hotmail|Boleto Universitario
hola buenas tardes, quise  solicitar el boleto gratuito y me dice que ya tengo un beneficio asignado, como puedo saber que beneficio se me otorgo. desde ya muchas gracias, saludos cordiales. |0|1|8|2|2019|2|1|4|1|1|16|hotmail|Boleto Universitario
hola.  queria averiguar sobre la acreditacion del boleto estudiantil en mi sube ya que aun no se me acredito . no se si hice bien todos los tramites o me falto algo para terminarlo. muchas gracias!! |1|1|5|1|2019|2|7|4|1|1|17|gmail|Boleto Universitario
hola, quiero anotarme en el boleto estudiantil provincial y me dice que ya poseo un beneficio, hace un tiempo tenia el descuento por plan progresar pero ya me lo dieron de baja y no lo tengo más, así y todo en la web de la unlu sigue desactualizado. |1|4|10|2|2019|1|6|3|1|1|54|gmail|Boleto Universitario
hola queria saber porque motivo me sale error de credenciales al ingresar ms datos para el boleto estudiantil saludos  |0|1|3|1|2018|1|1|3|1|1|27|live|Boleto Universitario
buenas noches, quisiera saber cómo sería el tema del boleto estudiantil. yo inicie el trámite y ahora me dice que ya tengo el beneficio asignado pero nunca se me acredito la sube.  gracias, espero su respuesta! |1|1|4|1|2018|3|7|4|1|1|27|gmail|Boleto Universitario
hola buen dia queria saber si complete bien la encuesta del boleto estudiantil  y cuanto tengo que esperar  para q  me aviliten  muchas gracias por su  atencion espero las respuestas  |4|5|3|1|2019|1|8|4|1|1|5|gmail|Boleto Universitario
buenos dias mi consulta es para saber si me asignaron el boleto estudiantil . muchas gracias claudia báez  |3|1|4|1|2018|2|1|2|1|1|52|hotmail|Boleto Universitario
hola quería consultar sobre la carga en la sube, de este año no obtuve ninguna carga, fui a hablar y me dijeron que en este mes de abril la iba a tener y todavía no la obtengo! querría saber porque? y si lo van acreditar? muchas gracias saludos |0|4|4|1|2018|3|4|2|1|1|2|gmail|Boleto Universitario
hola, mi consulta es sobre el boleto estudiantil, el año pasado lo recibi pero este ciclo lectivo lo deje de recibir. quisiera saber que debo hacer para volver a tener el beneficio? ya que revise por mi perfil de la universidad y dice q tengo el beneficio, pero aun no tuve ninguna carga,desde el mes de marzo hasta hoy. gracias  saludos. |1|2|5|1|2019|3|3|2|1|0|18|gmail|Boleto Universitario
hola quisiera saber si me agreditaron el boleto estudiantil .. yo tengo la tarifa social me lo dan igual |5|4|3|1|2019|2|5|3|1|1|3|gmail|Boleto Universitario
buen dia, necesitaba saber como darle de baja al tramite de boleto estudiantil que estaba en proceso porque perdi la sube con la que estaba echo el tramite, la di de baja y lo quiero hacer nuevamente |1|3|4|1|2019|1|5|4|1|1|3|gmail|Boleto Universitario
hola, yo perdí el beneficio del boleto estudiantil por no haber regularizado la carrera el año pasado. este año intento tener nuevamente el beneficio pero me sale en mi perfil que el mismo ya fue asignado sin embargo no tengo la acreditación en mi sube |1|3|4|1|2018|3|7|3|1|0|18|gmail|Boleto Universitario
buenas tardes, hice el trámite para obtener el boleto estudiantil provincial y se me asignó el beneficio pero cuando paso la tarjeta en la terminal automática me figura que no tengo cargas pendientes. quisiera saber qué debo hacer para solucionarlo. gracias |0|4|3|1|2019|1|6|3|1|0|27|gmail|Boleto Universitario
buen día. me llegó un mail que ya está habilitado el sistema de boleto gratuito. pero por la página de la universidad tengo que registrarme, y no se cómo son los pasos . |2|2|3|1|2019|0|5|4|1|0|52|hotmail|Boleto Universitario
hola yo hice el tramite de la sube hace 1 mes y la registre...pero me la robaron hace 1 semana y ahora tengo otra...y como ya empezaron a hacer lo de entregar los 500$ ala sube a mi no me va a llegar... q deberia hacer? |1|2|4|1|2019|1|7|4|1|1|5|gmail|Boleto Universitario
buenas tardes. quería hacer una consulta con respecto a mi tarjeta sube. desde abril no me acreditan la carga, desde sube me dicen que tengo el beneficio pero que averig&uuml;e con la unlu que problemas puedo tener. por favor, espero su respuesta ya que lo necesito para poder ir a estudiar. muchas gracias!! |0|2|8|2|2019|1|8|1|1|1|3|hotmail|Boleto Universitario
no estoy pidiendo realizar el trámite del boleto  estudiantil,desde infraestructura me mandan a la universidad ,del centro regional san miguel no han podido darme respuesta hasta el momento,desde  transporte me dicen que es es problema de la universidad conninfraestructura..por favor espero alguna solución. gracias  |2|2|4|1|2018|2|2|2|1|1|5|hotmail|Boleto Universitario
buenos días, al solicitar el boleto estudiantil provincial, me figura que ya poseo ese beneficio, pero jamas se me acreditó cuando consulte las terminales! mi sube es la 6061 2682 2964 0855. gracias! |2|4|7|1|2019|0|4|2|1|1|25|hotmail|Boleto Universitario
hola, quiero tramitar el boleto estudiantil pero dice que ya tengo un beneficio asignado. la cuestión esta en que yo ya tenia el boleto porque estuve cursando en la unm pero me cambié a la unlu este año. como puedo hacer para obtener el boleto? me es de suma urgencia, muchas gracias-  |1|2|3|1|2019|3|6|4|1|1|5|gmail|Boleto Universitario
buenas, estoy intentando iniciar el tramite para el boleto estudiantil provincial y cuando cliqueo en iniciar tramite de boleto estudiantil me dice la persona ya tiene un beneficio asignado  lo cierto es que yo ya llene el formulario un dia pero nunca me llego un mail de confirmación del servicio, e intente poniendo la sube en los aparatos que están en los pasillos de la unlu y me salio un error. |0|4|5|1|2019|2|6|4|1|1|5|hotmail|Boleto Universitario
buenos días: mi consulta es para saber por el boleto estudiantil que no lo tengo habilitado.ya consulte saldo en la estacion de lemos y me dice que no tengo el beneficio. .numero de tramite  t261221401553881711 espero su respuesta saludo atte. |0|3|4|1|2019|0|1|4|1|1|54|hotmail|Boleto Universitario
hola buenas días quería consultar quise iniciar los trámites para el boleto universitario pero me dice que ya tengo otro beneficio, nose a que beneficio se refiere y no me dejó continuar con el trámite. espero su respuesta  |6|4|5|1|2019|0|2|1|1|1|5|hotmail|Boleto Universitario
consulta,me inscribi para hacer el boleto estudiantil y no me llego el mail,&iquest;que tendria que hacer? |1|2|4|1|2019|3|8|4|1|1|43|gmail|Boleto Universitario
estimados, buen día.  quiero realizar el tramite del boleto provincial pero el sistema dice que la solicitud no puede completarse porque la persona ya tiene un beneficio asignado.  y eso no es correcto ya que no tengo ningún plan, ni tarifa social ni nada por el estilo. me podrán ayudar o asesorar con este tema? quedo a la espera. muchas gracias.  |0|3|3|1|2019|3|4|2|1|1|54|gmail|Boleto Universitario
hola: para el boleto estudiantil de la provincia, me sale : la persona ya tiene un beneficio asignado. cómo tengo que hacer para que me otorguen esos viajes gratuitos en la sube? gracias saludos alan castro |5|3|3|1|2019|3|4|0|0|0|27|gmail|Boleto Universitario
hola buenas tardes, quería saber como es lo del boleto estudiantil. yo ya llene el formulario hace dos semanas pero no sabría como serían los pasos a seguir. muchas gracias |6|3|3|1|2019|2|5|4|1|1|3|hotmail|Boleto Universitario
hola,  quise hacer el boleto estudiantil y me dice que ya tengo un beneficio asignado,  pero a mi nunca me cargaron nada en la sube.  quería saber si ustedes podrían llegar a saber porque |3|2|4|1|2019|1|5|4|1|0|54|hotmail|Boleto Universitario
por qué no se habilita el crédito en mí tarjeta sube? soy alumna regular de la universidad nacional de luján y tengo el beneficio? |0|4|4|1|2019|2|2|1|1|1|2|yahoo|Boleto Universitario
solicite hacer el trámite del boleto estudiantil y el link enviado a mi cuenta de mail dice que no corresponde a un trámite existente. éste trámite lo solicite el día 13/03. lo quise volver a solicitar y no lo puedo hacer. necesito que me solucionen éste problema ya que al beneficio lo necesito. |5|4|3|1|2019|1|8|4|1|1|43|gmail|Boleto Universitario
mi consulta es que no se me acredita el plan de la sube, hace dos años que tengo el plan pero este no se me acredito al empezar la cursada, quería saber si se me quito el plan o tengo que hacer algo para activarlo de vuelta. |3|3|3|1|2019|1|7|3|1|1|25|gmail|Boleto Universitario
hola! necesito hacer el boleto estudiantil, pero en la página figura fuera de servicio. en la página de estudiantes publicaron que se puede hacer desde la página de la universidad e ingresar a siu guaraní (cosa que no encuentro) y la única opción de trámite es la mencionada que no funciona. cómo se resuelve? gracias! |5|2|3|1|2019|2|2|4|1|0|43|hotmail|Boleto Universitario
hola, quería saber si están acreditando la sube para el boleto estudiantil, yo tengo el beneficio pero este año no me han acreditado la sube. gracias |4|1|4|1|2018|0|1|1|1|1|4|gmail|Boleto Universitario
yo tramité el boleto estudiantil provincial, pero no me lo acreditaron, necesitaría saber el motivo por el cual no soy beneficiaria. muchas gracias |0|4|4|1|2018|2|4|2|1|0|25|hotmail|Boleto Universitario
hola buenas tardes, yo perdí una tarjeta sube donde tenía el beneficio del boleto estudiantil provincial, ya registré una nueva como hago para volver a tener el beneficio? |1|2|8|2|2019|1|7|4|1|1|25|outlook|Boleto Universitario
